,Unnamed: 0,0,1,2,3,4,5,6,7,8,system_no,username
10,10,https://accounts.google.com/ServiceLogin/webreauth?service=mail&passive=1209600&osid=1&continue=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&followup=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&emr=1&authuser=0&flowName=GlifWebSignIn&flowEntry=ServiceLogin#inbox,Gmail,4,0,2022-10-14 14:35:18,0,2022-09-01 21:06:55,0,1601-01-01 05:43:25,1,1918L04
11,11,https://accounts.google.com/info/unknownerror?service=mail&passive=1209600&osid=1&continue=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&followup=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&emr=1&authuser=0&flowName=GlifWebSignIn&flowEntry=ServiceLogin,Gmail,1,0,2022-09-01 21:08:08,0,2022-09-01 21:08:08,0,1601-01-01 05:43:25,1,1918L04
12,12,https://accounts.google.com/restart?service=mail&passive=1209600&osid=1&continue=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&followup=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&emr=1&authuser=0&flowName=GlifWebSignIn&flowEntry=ServiceLogin,Gmail,1,0,2022-09-01 21:08:41,0,2022-09-01 21:08:41,2762,1601-01-01 05:34:28,1,1918L04
13,13,https://accounts.google.com/ServiceLogin?service=mail&passive=1209600&osid=1&continue=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&followup=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&emr=1&authuser=0&flowName=GlifWebSignIn&flowEntry=ServiceLogin,Gmail,2,0,2022-09-01 21:09:00,0,2022-09-01 21:08:41,2763,1601-01-01 05:03:10,1,1918L04
14,14,https://accounts.google.com/ServiceLogin?service=mail&passive=1209600&osid=1&continue=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&followup=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&emr=1&authuser=0&flowName=GlifWebSignIn&flowEntry=ServiceLogin,Gmail,2,0,2022-09-01 21:09:00,0,2022-09-01 21:09:00,2762,1601-01-01 05:43:25,1,1918L04
15,15,https://accounts.google.com/ServiceLogin/webreauth?service=mail&passive=1209600&osid=1&continue=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&followup=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&emr=1&authuser=0&flowName=GlifWebSignIn&flowEntry=ServiceLogin,Gmail,1,0,2022-09-01 21:09:00,0,2022-09-01 21:09:00,2762,1601-01-01 05:43:25,1,1918L04
16,16,https://accounts.google.com/signin/v2/challenge/pwd?service=mail&passive=1209600&osid=1&continue=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&followup=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&emr=1&authuser=0&flowName=GlifWebSignIn&flowEntry=ServiceLogin&cid=1&navigationDirection=forward&TL=AKqFyY9FZXOjTFXMl5S4thW1MOC3LCZjHZqDhaeSZmFP-ULtU8qadzS5ddpc_VUm,Gmail,1,0,2022-09-01 21:09:22,0,2022-09-01 21:09:22,2762,1601-01-01 05:43:25,1,1918L04
17,17,https://accounts.google.com/CheckCookie?continue=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&service=mail&hl=en&checkedDomains=youtube&checkConnection=youtube%3A8557%3A0&pstMsg=1&osid=1&flowName=GlifWebSignIn&ifkv=AQN2RmVGtfuYvHQcHDIBlwWsH_o0v16vHW8iJ3R3M7rwitaEORQdcZawaHM6KtBahL7MFa72IX4s1w&chtml=LoginDoneHtml&gidl=EgIIAA,"Inbox (1,904) - goku.1918l03@gct.ac.in - Govt. College of Technology Mail",1,0,2022-09-01 21:09:55,0,2022-09-01 21:09:55,2767,1601-01-01 05:34:28,1,1918L04
18,18,https://mail.google.com/accounts/SetOSID?authuser=0&continue=https%3A%2F%2Faccounts.youtube.com%2Faccounts%2FSetSID%3Fssdc%3D1%26sidt%3DALWU2cutqOXs4Ik%252FtcDzb6BGQSDhV3X0AQZ4TpAJGsFj%252BpeQMFDv97fCB%252F7A8h9s4aTkSG8pY3XmXqJs1bOGVU33CNCbuVVfzGYiQdjhe%252Fjy3t22JMCS%252FM4UZqANLbGawVGEtCKZZm7cL92TnOrPdKk24R1UEjDDUmjWsmFHtkXZ3l0MztTF5WjhGQ8zModOy5yZrfsChokcl7e%252FRJZV6L2rFVconZPbAaAilXbWTWc5EG0UwPm0ShfBu04Bp6DNPphQcroShvbWincIvud71e6BHNw7XvCucbrYLFiwFSiCX01NeSyqmeYhdYH%252BqwiqB8q6zIetucZswckGM4fsLPjUUsYGOxlaisBQRl1g%252Fky7owIR%252FqMIitvhM342cqDVzaxgRLaTuYkyTXKDNw5YhaZqm3Ii0dwCcq8THwgDm8bj7j9ltHl6NSifpqLDbsqLB0f6k00MFnrEmguhDSO6BoWonABlSA0umM4DJZLwhxojvG8i%252BKjYq%252F1QMGJ8uQxP%252BjsFky5hk4pG%26continue%3Dhttps%253A%252F%252Fmail.google.com%252Fmail%252Fu%252F0%252F%26tcc%3D1%26dbus%3DIN&osidt=ALWU2ctjDuuNKR7o2lXL_df0r5CiFg15VIFIkgWQWmThwtjekqnxyi0HNARyUz8_krhoiulKP3vJIyDXoQFKPzGfTZ5QMH5EP9oAy4CQnu0jlw-KI7fZEYu59QxssTUqmoMji8dmBFaURmFGflUKyFxCCPOmkGgihsx3dQSXkhbHpsiiqneUkszKL1-CWre6umT3FQnNLSckwKQc_kCDBc9gplKp4vQdbA&tcc=1&ifkv=AQN2RmUBG--zCumNz6oO8fdX4wTziK-feFu3DypZzOgWfMfCvHfxetRei0iN8nkuEA-vfmThiIZ-BA,"Inbox (1,904) - goku.1918l03@gct.ac.in - Govt. College of Technology Mail",1,0,2022-09-01 21:09:55,0,2022-09-01 21:09:55,2768,1601-01-01 04:54:13,1,1918L04
19,19,https://accounts.youtube.com/accounts/SetSID?ssdc=1&sidt=ALWU2cutqOXs4Ik/tcDzb6BGQSDhV3X0AQZ4TpAJGsFj%2BpeQMFDv97fCB/7A8h9s4aTkSG8pY3XmXqJs1bOGVU33CNCbuVVfzGYiQdjhe/jy3t22JMCS/M4UZqANLbGawVGEtCKZZm7cL92TnOrPdKk24R1UEjDDUmjWsmFHtkXZ3l0MztTF5WjhGQ8zModOy5yZrfsChokcl7e/RJZV6L2rFVconZPbAaAilXbWTWc5EG0UwPm0ShfBu04Bp6DNPphQcroShvbWincIvud71e6BHNw7XvCucbrYLFiwFSiCX01NeSyqmeYhdYH%2BqwiqB8q6zIetucZswckGM4fsLPjUUsYGOxlaisBQRl1g/ky7owIR/qMIitvhM342cqDVzaxgRLaTuYkyTXKDNw5YhaZqm3Ii0dwCcq8THwgDm8bj7j9ltHl6NSifpqLDbsqLB0f6k00MFnrEmguhDSO6BoWonABlSA0umM4DJZLwhxojvG8i%2BKjYq/1QMGJ8uQxP%2BjsFky5hk4pG&continue=https://mail.google.com/mail/u/0/&tcc=1&dbus=IN&ifkv=AQN2RmU8HdOn-qPuW7XWwyKUz3UdnMZbqBJn9OsRhC2yjl92dDCUK9_zaK3VcpV9Vf5enPFYa38Mxw,"Inbox (1,904) - goku.1918l03@gct.ac.in - Govt. College of Technology Mail",1,0,2022-09-01 21:09:55,0,2022-09-01 21:09:55,2769,1601-01-01 04:54:13,1,1918L04
20,20,https://accounts.google.co.in/accounts/SetSID?ssdc=1&sidt=ALWU2csp0AmkqWIgTFhIyDxKWz69d9E%2Bh%2BfjOsQgz2wlMHrgYXeAxLxqLI0Vn/LjMeWHpFbDciO5VWhemaf3ZFepI5UaUjtifWdZJkiKe/hicA0uh1SsQpu6WBCVziJsTs8%2Bm1IfhbtuSsmcd0kz7/VPKD9pul67toUC/WEzYHyZFVKdXBIuGjZzgR5hDwR51ZtqBe1P%2BD%2BZKkc05kpxBdnX/sFCHUNzcJgoEX8%2BBtWwDTUqTySYJ0WZyjw50awV7dnLf7J%2BUGmIUP1csp/vfxR55qMnfjRnpaw8PjUm05YM%2B/UBlMUNhLpXI2pKcXZFm5juFgCTOgC1wy8M8khlQx4KR3Rox3XntFfhc291rolP37tpzu%2BA7DBaQ%2BHmND66/WCy3GmQ%2BTU5e0oVFGM164hO049HrGnSLUnw4jhjUwBx%2BhH0vz5tlxWqIf%2B2C%2BLdiU7dy0%2B5tucdg0XbiYpYuPLH1NN2iPg1m98Zih5APPkH8oHPhK%2BzkYTCul04oVTxPkFvCQGxJbHM&continue=https://mail.google.com/mail/u/0/&tcc=1&ifkv=AQN2RmWe-CXBaBr7LMTt5BWpb_crEXs6-waj-hLE9H119pHmB1-voIs0c6KZLYO0CdgOktfSDVwntg,"Inbox (1,904) - goku.1918l03@gct.ac.in - Govt. College of Technology Mail",1,0,2022-09-01 21:09:55,0,2022-09-01 21:09:55,2770,1601-01-01 04:54:13,1,1918L04
21,21,https://mail.google.com/mail/u/0/,"Inbox (1,924) - goku.1918l03@gct.ac.in - Govt. College of Technology Mail",2,0,2022-09-09 11:10:55,0,2022-09-01 21:09:55,2771,1601-01-01 04:54:13,1,1918L04
22,22,https://mail.google.com/mail/u/0/#inbox,Gmail,13,0,2022-10-14 14:34:22,0,2022-09-01 21:10:01,2772,1601-01-01 05:56:50,1,1918L04
23,23,https://mail.google.com/mail/u/0/#inbox,Gmail,13,0,2022-10-14 14:34:22,0,2022-09-08 12:55:50,0,1601-01-01 05:43:25,1,1918L04
24,24,https://mail.google.com/mail/u/0/#inbox,Gmail,13,0,2022-10-14 14:34:22,0,2022-09-08 12:56:20,2774,1601-01-01 05:47:53,1,1918L04
25,25,https://chat.google.com/u/0/mole/world?origin=https%3A%2F%2Fmail.google.com&shell=6&hs=%5B%22h_hs%22%2Cnull%2Cnull%2C%5B2%2C0%5D%2Cnull%2Cnull%2C%22gmail.pinto-server_20220824.08_p0%22%2C1%2Cnull%2C%5B19%2C28%2C9%2C14%2C26%2C17%2C20%2C18%2C11%2C31%2C15%2C21%2C6%5D%2Cnull%2Cnull%2C%22w3ZBN5eeORs.en..es5%22%2Cfalse%5D&hl=en&wfi=gtn-roster-iframe-id&oi=1#hot=1662621970266,"Inbox (1,922) - goku.1918l03@gct.ac.in - Govt. College of Technology Mail",1,0,2022-09-08 12:57:47,1,2022-09-08 12:57:47,0,1601-01-01 05:43:25,1,1918L04
26,26,https://mail.google.com/mail/u/0/#inbox/FMfcgzGqQSLXVmjbHHcQLMtpBKfXhJWL,Assessment Invitation | Samsung R&D Institute India - Bangalore | Samsung | Coding Test - goku.1918l03@gct.ac.in - Govt. College of Technology Mail,1,0,2022-09-08 12:58:23,0,2022-09-08 12:58:23,2775,1601-01-01 05:56:50,1,1918L04
27,27,"https://www.google.com/url?q=https://www.cocubes.com/url-redirect?id%3D%26rl%3D0%26hash%3DCI-CLIp5bz06LTUu2ymomPe3FDI,%26mtid%3D3e926664-e7e9-4fe3-868c-2d0c1abb1c88%26rurl%3Dhttps%253a%252f%252fassess.cocubes.com%252fsign-in%253fexpires%253d637982244000000000%2526iid%253d653032%2526oot%253d67111205%2526starts%253d637982190000000000%2526tid%253d57291%2526tks%253d637982119798257774%2526uuid%253d4160692160%2526v%253d4%2526hk%253d8Rpe5i9u436i6H_SumRvyQ8DVxk%25252c&source=gmail&ust=1662708375146000&usg=AOvVaw3fuERCiRs2M-kq0Hf_fU2R",Candidate Details - Aon,1,0,2022-09-08 12:58:48,0,2022-09-08 12:58:48,0,1601-01-01 05:34:28,1,1918L04
28,28,"https://www.cocubes.com/url-redirect?id=&rl=0&hash=CI-CLIp5bz06LTUu2ymomPe3FDI,&mtid=3e926664-e7e9-4fe3-868c-2d0c1abb1c88&rurl=https%3a%2f%2fassess.cocubes.com%2fsign-in%3fexpires%3d637982244000000000%26iid%3d653032%26oot%3d67111205%26starts%3d637982190000000000%26tid%3d57291%26tks%3d637982119798257774%26uuid%3d4160692160%26v%3d4%26hk%3d8Rpe5i9u436i6H_SumRvyQ8DVxk%252c",Candidate Details - Aon,1,0,2022-09-08 12:58:48,0,2022-09-08 12:58:48,2778,1601-01-01 04:54:13,1,1918L04
29,29,https://assess.cocubes.com/sign-in?expires=637982244000000000&iid=653032&oot=67111205&starts=637982190000000000&tid=57291&tks=637982119798257774&uuid=4160692160&v=4&hk=8Rpe5i9u436i6H_SumRvyQ8DVxk%2c,Candidate Details - Aon,1,0,2022-09-08 13:00:05,0,2022-09-08 12:58:48,2779,1601-01-01 05:03:10,1,1918L04
30,30,https://assess.cocubes.com/sign-in?expires=637982244000000000&iid=653032&oot=67111205&starts=637982190000000000&tid=57291&tks=637982119798257774&uuid=4160692160&v=4&hk=8Rpe5i9u436i6H_SumRvyQ8DVxk%2c,Candidate Details - Aon,1,0,2022-09-08 13:00:05,0,2022-09-08 13:00:05,0,1601-01-01 05:34:28,1,1918L04
31,31,https://assess.cocubes.com/candidate-details?tid=57291&uid=1512711&src=CandidateDetailsPage&tks=637982388080164969&lang=0,Candidate Details - Aon,1,0,2022-09-08 13:00:11,0,2022-09-08 13:00:11,2781,1601-01-01 05:56:50,1,1918L04
32,32,https://assess.cocubes.com/instructions?tid=57291&uid=1512711&src=CandidateDetailsPage&tks=637982391592164542,Important Instructions - Aon,1,0,2022-09-08 13:06:05,0,2022-09-08 13:06:05,2782,1601-01-01 05:43:25,1,1918L04
33,33,https://assess.cocubes.com/assessment?tid=57291&uid=1512711&src=InstructionsPage&tks=637982391811676432,Samsung | Coding Test - Samsung R&D Institute India - Bangalore :,1,0,2022-09-08 13:06:21,0,2022-09-08 13:06:21,2783,1601-01-01 05:43:25,1,1918L04
34,34,https://www.google.com/search?q=gmail&rlz=1C1YTUH_enIN998IN998&oq=gma&aqs=chrome.1.69i57j0i271l3j69i61.11946j0j15&sourceid=chrome&ie=UTF-8,gmail - Google Search,4,0,2022-09-09 11:10:53,0,2022-09-09 11:10:52,0,1601-01-01 05:34:28,1,1918L04
35,35,https://www.google.com/search?q=gmail&rlz=1C1YTUH_enIN998IN998&oq=gma&aqs=chrome.1.69i57j0i271l3j69i61.11946j0j15&sourceid=chrome&ie=UTF-8,gmail - Google Search,4,0,2022-09-09 11:10:53,0,2022-09-09 11:10:52,2785,1601-01-01 04:54:13,1,1918L04
36,36,https://www.google.com/search?q=gmail&rlz=1C1YTUH_enIN998IN998&oq=gma&aqs=chrome.1.69i57j0i271l3j69i61.11946j0j15&sourceid=chrome&ie=UTF-8,gmail - Google Search,4,0,2022-09-09 11:10:53,0,2022-09-09 11:10:52,2786,1601-01-01 05:03:10,1,1918L04
37,37,https://www.google.com/search?q=gmail&rlz=1C1YTUH_enIN998IN998&oq=gma&aqs=chrome.1.69i57j0i271l3j69i61.11946j0j15&sourceid=chrome&ie=UTF-8,gmail - Google Search,4,0,2022-09-09 11:10:53,0,2022-09-09 11:10:53,0,1601-01-01 05:43:25,1,1918L04
38,38,https://mail.google.com/mail/,"Inbox (1,924) - goku.1918l03@gct.ac.in - Govt. College of Technology Mail",1,0,2022-09-09 11:10:55,0,2022-09-09 11:10:55,2788,1601-01-01 05:34:28,1,1918L04
39,39,https://mail.google.com/mail/u/0/,"Inbox (1,924) - goku.1918l03@gct.ac.in - Govt. College of Technology Mail",2,0,2022-09-09 11:10:55,0,2022-09-09 11:10:55,2789,1601-01-01 04:54:13,1,1918L04
40,40,https://mail.google.com/mail/u/0/#inbox,Gmail,13,0,2022-10-14 14:34:22,0,2022-09-09 11:10:59,2790,1601-01-01 05:56:50,1,1918L04
41,41,https://mail.google.com/mail/u/0/#search/IBM,Search results - goku.1918l03@gct.ac.in - Govt. College of Technology Mail,4,0,2022-09-09 11:11:36,0,2022-09-09 11:11:25,0,1601-01-01 05:43:25,1,1918L04
42,42,https://mail.google.com/mail/u/0/#search/IBM,Search results - goku.1918l03@gct.ac.in - Govt. College of Technology Mail,4,0,2022-09-09 11:11:36,0,2022-09-09 11:11:25,0,1601-01-01 05:43:25,1,1918L04
43,43,https://mail.google.com/mail/u/0/#search/IBM/FMfcgzGqQJnxMZkcLGkJVgMHDDLQCbSL,Welcome to IBM Cloud! Let’s get started. - goku.1918l03@gct.ac.in - Govt. College of Technology Mail,3,0,2022-09-09 11:11:44,0,2022-09-09 11:11:30,0,1601-01-01 05:43:25,1,1918L04
44,44,https://mail.google.com/mail/u/0/#search/IBM/FMfcgzGqQJnxMZkcLGkJVgMHDDLQCbSL,Welcome to IBM Cloud! Let’s get started. - goku.1918l03@gct.ac.in - Govt. College of Technology Mail,3,0,2022-09-09 11:11:44,0,2022-09-09 11:11:30,0,1601-01-01 05:43:25,1,1918L04
45,45,https://mail.google.com/mail/u/0/#search/IBM,Search results - goku.1918l03@gct.ac.in - Govt. College of Technology Mail,4,0,2022-09-09 11:11:36,0,2022-09-09 11:11:36,0,1601-01-01 05:43:25,1,1918L04
46,46,https://mail.google.com/mail/u/0/#search/IBM,Search results - goku.1918l03@gct.ac.in - Govt. College of Technology Mail,4,0,2022-09-09 11:11:36,0,2022-09-09 11:11:36,0,1601-01-01 05:43:25,1,1918L04
47,47,https://mail.google.com/mail/u/0/#search/IBM/FMfcgzGqQJnxMZkcLGkJVgMHDDLQCbSL,Welcome to IBM Cloud! Let’s get started. - goku.1918l03@gct.ac.in - Govt. College of Technology Mail,3,0,2022-09-09 11:11:44,0,2022-09-09 11:11:44,0,1601-01-01 05:43:42,1,1918L04
48,48,https://online.shrs.pitt.edu/blog/data-analytics-in-health-care/,The Role of Data Analytics in Health Care,2,0,2022-09-10 13:45:51,0,2022-09-10 13:45:46,0,1601-01-01 05:43:25,1,1918L04
49,49,https://online.shrs.pitt.edu/blog/data-analytics-in-health-care/,The Role of Data Analytics in Health Care,2,0,2022-09-10 13:45:51,0,2022-09-10 13:45:51,0,1601-01-01 05:43:25,1,1918L04
50,50,https://app.mural.co/invitation/mural/kritheebhanb8007/1662750324350?sender=u07b74797ec8e43aa7e445595&key=b75de295-58bb-47e2-96f4-375f8f7855b1,MURAL,2,0,2022-09-10 13:48:38,0,2022-09-10 13:47:39,0,1601-01-01 05:43:25,1,1918L04
51,51,https://app.mural.co/signin-join-mural?returnUrl=%2Finvitation%2Fmural%2Fkritheebhanb8007%2F1662750324350%3Fsender%3Du07b74797ec8e43aa7e445595%26key%3Db75de295-58bb-47e2-96f4-375f8f7855b1&title=&viral=true,MURAL,1,0,2022-09-10 13:47:57,0,2022-09-10 13:47:57,0,1601-01-01 05:43:25,1,1918L04
52,52,https://accounts.google.com/o/oauth2/v2/auth?client_id=451562977126-3ab8hvt39dj613p39d8cfqn0eakl1f04.apps.googleusercontent.com&login_hint=goku.1918l03%40gct.ac.in&redirect_uri=https%3A%2F%2Fapp.mural.co%2Fverify-code&response_type=code&scope=profile+email&state=eyJsb2dpbiI6ZmFsc2UsInJldHVyblVybCI6Ii9pbnZpdGF0aW9uL211cmFsL2tyaXRoZWViaGFuYjgwMDcvMTY2Mjc1MDMyNDM1MD9zZW5kZXI9dTA3Yjc0Nzk3ZWM4ZTQzYWE3ZTQ0NTU5NSZrZXk9Yjc1ZGUyOTUtNThiYi00N2UyLTk2ZjQtMzc1ZjhmNzg1NWIxIiwid2FzVmlzaXRvckJlZm9yZSI6ZmFsc2UsImlkZW50aXR5UHJvdmlkZXJOYW1lIjoiZ29vZ2xlIiwicmVmZXJlciI6Imh0dHBzOi8vYXBwLm11cmFsLmNvL3NpZ25pbi1qb2luLW11cmFsP3JldHVyblVybD0lMkZpbnZpdGF0aW9uJTJGbXVyYWwlMkZrcml0aGVlYmhhbmI4MDA3JTJGMTY2Mjc1MDMyNDM1MCUzRnNlbmRlciUzRHUwN2I3NDc5N2VjOGU0M2FhN2U0NDU1OTUlMjZrZXklM0RiNzVkZTI5NS01OGJiLTQ3ZTItOTZmNC0zNzVmOGY3ODU1YjEmdGl0bGU9JnZpcmFsPXRydWUiLCJzc29GaXJzdCI6ZmFsc2V9,Sign in - Google Accounts,1,0,2022-09-10 13:48:27,0,2022-09-10 13:48:27,2802,1601-01-01 05:34:28,1,1918L04
53,53,https://accounts.google.com/o/oauth2/v2/auth?login_hint=goku.1918l03%40gct.ac.in&scope=profile+email&response_type=code&redirect_uri=https%3A%2F%2Fapp.mural.co%2Fverify-code&state=eyJsb2dpbiI6ZmFsc2UsInJldHVyblVybCI6Ii9pbnZpdGF0aW9uL211cmFsL2tyaXRoZWViaGFuYjgwMDcvMTY2Mjc1MDMyNDM1MD9zZW5kZXI9dTA3Yjc0Nzk3ZWM4ZTQzYWE3ZTQ0NTU5NSZrZXk9Yjc1ZGUyOTUtNThiYi00N2UyLTk2ZjQtMzc1ZjhmNzg1NWIxIiwid2FzVmlzaXRvckJlZm9yZSI6ZmFsc2UsImlkZW50aXR5UHJvdmlkZXJOYW1lIjoiZ29vZ2xlIiwicmVmZXJlciI6Imh0dHBzOi8vYXBwLm11cmFsLmNvL3NpZ25pbi1qb2luLW11cmFsP3JldHVyblVybD0lMkZpbnZpdGF0aW9uJTJGbXVyYWwlMkZrcml0aGVlYmhhbmI4MDA3JTJGMTY2Mjc1MDMyNDM1MCUzRnNlbmRlciUzRHUwN2I3NDc5N2VjOGU0M2FhN2U0NDU1OTUlMjZrZXklM0RiNzVkZTI5NS01OGJiLTQ3ZTItOTZmNC0zNzVmOGY3ODU1YjEmdGl0bGU9JnZpcmFsPXRydWUiLCJzc29GaXJzdCI6ZmFsc2V9&client_id=451562977126-3ab8hvt39dj613p39d8cfqn0eakl1f04.apps.googleusercontent.com&hd=gct.ac.in&as=S-1609820961%3A1662797909677438,Sign in - Google Accounts,2,0,2022-09-10 13:48:29,0,2022-09-10 13:48:27,2803,1601-01-01 05:03:10,1,1918L04
54,54,https://accounts.google.com/o/oauth2/v2/auth?login_hint=goku.1918l03%40gct.ac.in&scope=profile+email&response_type=code&redirect_uri=https%3A%2F%2Fapp.mural.co%2Fverify-code&state=eyJsb2dpbiI6ZmFsc2UsInJldHVyblVybCI6Ii9pbnZpdGF0aW9uL211cmFsL2tyaXRoZWViaGFuYjgwMDcvMTY2Mjc1MDMyNDM1MD9zZW5kZXI9dTA3Yjc0Nzk3ZWM4ZTQzYWE3ZTQ0NTU5NSZrZXk9Yjc1ZGUyOTUtNThiYi00N2UyLTk2ZjQtMzc1ZjhmNzg1NWIxIiwid2FzVmlzaXRvckJlZm9yZSI6ZmFsc2UsImlkZW50aXR5UHJvdmlkZXJOYW1lIjoiZ29vZ2xlIiwicmVmZXJlciI6Imh0dHBzOi8vYXBwLm11cmFsLmNvL3NpZ25pbi1qb2luLW11cmFsP3JldHVyblVybD0lMkZpbnZpdGF0aW9uJTJGbXVyYWwlMkZrcml0aGVlYmhhbmI4MDA3JTJGMTY2Mjc1MDMyNDM1MCUzRnNlbmRlciUzRHUwN2I3NDc5N2VjOGU0M2FhN2U0NDU1OTUlMjZrZXklM0RiNzVkZTI5NS01OGJiLTQ3ZTItOTZmNC0zNzVmOGY3ODU1YjEmdGl0bGU9JnZpcmFsPXRydWUiLCJzc29GaXJzdCI6ZmFsc2V9&client_id=451562977126-3ab8hvt39dj613p39d8cfqn0eakl1f04.apps.googleusercontent.com&hd=gct.ac.in&as=S-1609820961%3A1662797909677438,Sign in - Google Accounts,2,0,2022-09-10 13:48:29,0,2022-09-10 13:48:29,0,1601-01-01 05:43:25,1,1918L04
